mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
0,derby indie,0.033,0.815,259893,0.605,0.684,0.114,-9.118,0.0368,102.643,0.795,63,5
1,desert blues,0.4952916667,0.4545416667,360091.75,0.4502916667,0.2102569167,0.1388041667,-12.25945833,0.04195416667,141.1380833,0.4119166667,50.20833333,7
0,desi hip hop,0.2678977143,0.7106785714,241651.7024,0.7181428571,0.1914452143,0.1531095238,-7.083785714,0.06826190476,120.0673095,0.6499833333,49.25,7
1,desi pop,0.4532901933,0.6330710655,286682.0395,0.5792789146,0.07419536829,0.1562119943,-8.978710297,0.08785103532,111.2900414,0.65368175,41.71135988,7
1,destroy techno,0.06478773333,0.6419015152,235872.9924,0.7061060606,0.2318828182,0.1563590909,-6.278833333,0.07572727273,120.8475455,0.2679666667,62.47727273,7
1,detroit hip hop,0.1188754469,0.7088936269,231571.6709,0.7296523423,0.01831464154,0.2903173758,-5.412922423,0.2301458597,109.8208267,0.5696491678,54.73912025,1
1,detroit house,0.108265,0.71215,318294.65,0.7188,0.48845,0.15175,-11.9659,0.06056,119.02,0.64469,51.5,3
1,detroit techno,0.0457055,0.7649,352827.9,0.6078,0.8013,0.4174,-12.3634,0.06651,121.308,0.33344,44,11
0,detroit trap,0.1274674343,0.7246626263,212449.6727,0.6825300505,0.03204216364,0.1758851515,-7.097005051,0.1975280808,127.4052583,0.5070719697,54.98838384,10
1,detske pisnicky,0.882,0.146,71019,0.283,2.06E-06,0.0866,-13.291,0.0339,177.275,0.217,14,3
0,detskie pesni,0.652925,0.631625,130524.875,0.226875,0.00013154,0.1500125,-16.845125,0.07255,109.39175,0.758,35.75,7
1,devon indie,0.424,0.591,201072,0.415,0.000299,0.111,-6.936,0.0437,90.483,0.197,52,6
1,dfw rap,0.1560122096,0.7983941093,233769.8398,0.6244616042,0.0003070226145,0.1259962992,-7.470980629,0.2514787263,135.7522814,0.5483403614,52.91072481,0
1,dhrupad,0.986125,0.5800535714,220379.1429,0.1573428571,0.4324194036,0.1485214286,-12.92244643,0.1580553571,87.86705357,0.5404107143,10.51785714,5
0,digital hardcore,0.07545805882,0.6780588235,216758.6176,0.8475882353,0.6038039588,0.3199117647,-6.602382353,0.1087264706,136.6931176,0.4046764706,54.73529412,11
0,dinner jazz,0.8506,0.4711333333,227262.6667,0.1918,0.7574,0.1381533333,-16.2783,0.03787333333,93.93193333,0.3806666667,47.36666667,5
1,dirty south rap,0.0988434632,0.7455249088,263657.4674,0.6799582525,0.00425600639,0.2184423843,-6.512392648,0.2020364464,123.5428028,0.5722295229,46.85655344,1
1,dirty texas rap,0.1817461495,0.802520172,318199.8899,0.5405416667,0.03566226113,0.2242718915,-8.416597553,0.258002381,131.5890642,0.5028323413,38.06944444,2
1,disco,0.2550976954,0.6647517266,287209.1417,0.6167372913,0.08234601323,0.1656192959,-10.32218566,0.06066162111,116.5080406,0.7194565851,40.19323484,7
0,disco house,0.06778531049,0.7089602042,254104.0725,0.7947518509,0.1498354519,0.1935528535,-6.787678576,0.08151991334,125.7397433,0.627628932,52.10727553,7
1,disney,0.672952258,0.491220189,175480.8493,0.388268867,0.04058472998,0.1917933539,-12.85432227,0.09436754013,106.3424295,0.4909760922,47.18328466,0
1,diva house,0.0597641205,0.7066959081,301502.7766,0.7788164319,0.2020352914,0.1576636821,-9.05198136,0.053933824,123.5804919,0.7081284699,48.72153172,7
1,dixieland,0.8588244423,0.5605191556,194020.831,0.3864434869,0.3981461928,0.2122779699,-12.37175675,0.07226461242,123.720917,0.6813476695,8.419713057,8
1,diy emo,0.03215883333,0.5006666667,237296.1667,0.53475,0.2613799583,0.29815,-10.41833333,0.051575,138.0966667,0.3225833333,34.58333333,6
1,djent,0.09074352996,0.4665791667,252723.4125,0.8617854167,0.3158876181,0.22863125,-6.384797917,0.1049947917,131.2055,0.3030933333,43.5375,1
0,dmv rap,0.1892654761,0.7182528152,210773.0782,0.6373460791,0.0633593545,0.1595382823,-7.643292632,0.1761801357,119.1841344,0.414602463,62.42988641,1
1,dominican pop,0.342756874,0.7313650539,260005.6177,0.6452189071,0.02972973667,0.1561411417,-7.773125238,0.06838609119,127.3722554,0.8064198601,46.8842212,7
1,dong-yo,0.2845,0.825,88628,0.8755,0,0.19995,-2.6545,0.152,115.0555,0.6505,70,2
1,doo-wop,0.6675312223,0.5130263286,153183.8271,0.4860061178,0.01099113228,0.2031784889,-10.01378447,0.05559921169,123.7143025,0.666657867,33.35925223,7
1,doom metal,0.04851258839,0.303049566,312823.0191,0.7744205729,0.3870099422,0.243789974,-8.459930122,0.05850638021,123.2768542,0.3305747396,38.52387153,11
1,double drumming,0.1595106189,0.4868444132,313322.9336,0.6985209307,0.1618270976,0.3001325579,-8.747807529,0.07198839625,125.663406,0.4441914149,44.18045679,7
1,downtempo,0.271077491,0.6035403989,303605.6493,0.5912326765,0.4149317493,0.1669557207,-9.298793215,0.06909615437,117.9800764,0.4259773711,49.47461533,7
1,drama,0.9164444444,0.5166296296,381414.6296,0.3670123457,0.0006706651852,0.2535308642,-13.15261728,0.3162864198,106.3298889,0.5000493827,14.38271605,10
1,dream pop,0.3192382009,0.4244343784,282167.8662,0.5652710697,0.3876058248,0.1664064622,-10.73320072,0.04737171319,124.8935674,0.3640835172,44.82810304,7
1,dream trance,0.028188,0.6464285714,276226.5143,0.8807428571,0.4694031429,0.1649714286,-8.693342857,0.04622857143,131.6641429,0.4697142857,48.28571429,9
1,dreamgaze,0.03929033333,0.3098333333,377389,0.7416666667,0.281,0.17135,-9.772,0.04218333333,115.0868333,0.361,43.16666667,11
1,dreamo,0.1460880518,0.4737373097,229022.6596,0.7643864351,0.04797917177,0.2409654851,-6.262207799,0.05667831795,129.7311284,0.4815128167,45.60783123,11
1,drift,0.8915606061,0.2319712121,418561.1667,0.07835606061,0.8322575758,0.1067606061,-24.10406061,0.04127424242,108.4279394,0.07850606061,44.33333333,6
1,drill,0.1383624201,0.687618268,219436.5642,0.6554035523,0.06591590658,0.1877097289,-7.174458315,0.1778735537,128.4604895,0.5303213208,58.48919215,0
1,drill and bass,0.2727243,0.6060166667,312013.875,0.5627666667,0.7873916667,0.133285,-12.35879167,0.05618416667,124.4820333,0.435795,44.66666667,11
1,drone,0.6357982891,0.3008326807,395940.225,0.2923378701,0.7650240365,0.1368610897,-19.15033633,0.04374872444,107.5221223,0.1848285412,40.50425685,2
1,drone folk,0.6988005376,0.4192704301,321975.572,0.3453105914,0.4829899347,0.1212721505,-13.67567204,0.05444516129,119.190372,0.2845524194,26.4672043,7
1,drone metal,0.08913375583,0.3825833333,331554.3333,0.66075,0.8090833333,0.2753166667,-11.4525,0.05113333333,124.6878333,0.2112083333,40,1
1,drum and bass,0.07206832324,0.4544547619,271131.8024,0.7989630952,0.2333901283,0.2073815476,-6.24985119,0.07696107143,134.0216345,0.2667607143,47.28333333,2
1,dub,0.216745735,0.7632866418,236624.9156,0.5102043297,0.131587237,0.1497716899,-10.63392383,0.1305023696,117.3689242,0.7487118476,39.13830037,7
1,dub metal,1.43E-05,0.4185,308520,0.7095,0.787,0.408,-13.2535,0.04795,125.4225,0.2455,36,9
0,dub poetry,0.024381,0.7775833333,253392.8333,0.5888333333,0.0118037,0.1021583333,-11.01716667,0.25125,145.0060833,0.661,41.75,10
1,dub techno,0.4951,0.5425,357936.5,0.42475,0.87625,0.137725,-14.13225,0.054775,111.03975,0.16795,41.5,11
1,dubstep,0.03701553333,0.558062963,244776.7491,0.8047986111,0.07655434877,0.2046082407,-5.170275,0.1308680556,132.4224903,0.3908810185,54.01805556,11
1,dubsteppe,0.000215,0.798,390060,0.567,0.9,0.075,-8.617,0.0723,127.989,0.217,0,2
1,duduk,0.993,0.137,292000,0.128175,0.915,0.11675,-19.49525,0.046875,87.938,0.0445,37,7
1,duluth indie,0.5375055556,0.5073888889,202744.6667,0.6761666667,0.1391497439,0.1804222222,-7.638277778,0.04711111111,117.9363333,0.6768888889,50.16666667,9
1,dunedin indie,0.623,0.5873333333,197485.6667,0.346,0.11777,0.1853666667,-13.94933333,0.1656666667,109.5456667,0.389,47.33333333,2
1,dunedin sound,0.55575,0.631,190348.375,0.45825,0.168625,0.2689,-14.065,0.241425,126.993,0.662125,39.75,0
1,dungeon synth,0.001325495,0.2638333333,356480,0.7681666667,0.7681833333,0.3260333333,-9.345,0.05736666667,111.0275,0.2410166667,43.83333333,4
1,duranguense,0.4106515747,0.7125145752,191819.7866,0.6169411357,0.005732282653,0.1449643358,-5.400174499,0.06764878177,134.2954664,0.9053959611,45.06853206,7
1,dusseldorf electronic,0.2622477778,0.6214166667,348408.5,0.6253333333,0.6469777778,0.2029472222,-12.34038889,0.06238055556,117.3278056,0.4675111111,34.05555556,2
0,dutch blues,0.189,0.406,206333,0.526,0.0024,0.305,-8.882,0.0293,183.842,0.411,45,7
1,dutch cabaret,0.9815,0.5835,246444.5,0.3765,0.349965,0.4155,-16.9915,0.6385,76.849,0.5905,6.5,7
1,dutch classical piano,0.9851666667,0.295,307138,0.01155,0.957,0.08608333333,-29.58316667,0.04745,110.4216667,0.09596666667,10.5,5
1,dutch death metal,3.95E-05,0.306,279093,0.989,0.00041,0.27,-5.087,0.109,103.006,0.134,38,2
1,dutch dnb,0.004399,0.4805,287446,0.955,0.0550203,0.0839,-3.695,0.07475,158.0205,0.2019,49.5,7
1,dutch edm,0.08772444538,0.6479971989,236888.6134,0.8762857143,0.0977239386,0.1904983193,-3.912703081,0.07921792717,123.0045322,0.4934028011,55.71428571,11
1,dutch folk,0.975,0.721,113053,0.0554,0.0166,0.18,-20.666,0.265,125.399,0.81,15,3
1,dutch hip hop,0.024977,0.911,128915,0.635,0.00505895,0.09395,-5.2445,0.11525,110.0375,0.62,71.5,11
1,dutch house,0.06285456364,0.6468277675,232752.3145,0.7717680891,0.2377177754,0.2057441558,-5.345080087,0.09755553494,119.5420433,0.3943531231,54.9619666,2
1,dutch indie,0.784,0.552,204544.5,0.25405,0.174808,0.1695,-16.6255,0.116575,121.1325,0.3734,38.25,9
1,dutch jazz,0.974,0.316,557867,0.0779,0.623,0.706,-21.44,0.0492,175.219,0.145,38,8
1,dutch metal,0.07780030556,0.3112777778,271448.0556,0.8951666667,0.0003246877778,0.2158777778,-5.094166667,0.08285555556,118.1162222,0.1487222222,46.94444444,10
0,dutch pop,0.3224562273,0.654686532,199663.6855,0.6058474747,0.0915615433,0.1489409428,-7.837769697,0.09098447811,114.2422394,0.5033646465,57.66767677,11
0,dutch prog,0.05771555556,0.5508888889,385920.5556,0.6896666667,0.001511322222,0.1147777778,-9.53,0.04004444444,110.022,0.3943333333,53.33333333,11
0,dutch rap pop,0.08978666667,0.9074,151331.8667,0.7092666667,2.23E-05,0.08022666667,-5.223133333,0.06193333333,122.4612,0.7282666667,67.26666667,11
1,dutch rock,0.4727431111,0.5621777778,246141.7111,0.5183333333,0.2787822644,0.1847555556,-9.0958,0.1674488889,108.7578,0.6482666667,28.86666667,11
0,dutch trance,0.03434452222,0.5951222222,187241.3667,0.8719,0.5240901754,0.2942622222,-6.890666667,0.07697111111,134.0630667,0.3142388889,37.01111111,11
1,e6fi,0.3493397344,0.5217527544,228739.9477,0.6637112356,0.2174900643,0.2541858733,-9.422791168,0.0717366663,119.4128609,0.6240593075,37.51436335,9
1,early american folk,0.8405,0.6598125,190558.25,0.329525,0.02761280125,0.20304375,-14.3881875,0.0891375,114.1828125,0.745,29.5,7
1,early avant garde,0.7901706529,0.5713699528,370381.8571,0.154360828,0.0993099757,0.1947717734,-19.63069844,0.4750754006,117.1422565,0.371517458,2.364945264,11
1,early modern classical,0.8969316032,0.3045850963,263933.5571,0.2000832338,0.576243735,0.1757319453,-19.9047215,0.05188196461,104.3893517,0.2074079397,9.106612465,7
1,early music,0.9240600072,0.3316306229,216786.9498,0.1570129209,0.5121569085,0.1566886668,-20.78138343,0.05685131061,98.27257158,0.2927340978,18.99766915,7
1,early music choir,0.976125,0.243875,197441.5,0.1744625,0.2875165938,0.1669,-23.563125,0.050325,123.287875,0.0839625,43.375,7
1,early music ensemble,0.8361854839,0.3433104839,221792.6815,0.1908636694,0.2622105508,0.1636616935,-21.76842339,0.04291834677,97.8090121,0.2782044355,39.26612903,2
1,early reggae,0.4751060606,0.7765,188333.3636,0.5281212121,0.07180000121,0.1315030303,-9.717863636,0.08665151515,102.3603333,0.8470606061,26.56060606,7
1,early romantic era,0.9166319357,0.370190156,299550.3416,0.2016947884,0.5866489019,0.1669321441,-18.1609487,0.05116438089,107.8957291,0.32433605,10.39807737,5
1,early synthpop,0.0679220679,0.6424305556,260405.8426,0.6215277778,0.1924885353,0.1887242284,-13.15974228,0.04784737654,124.2522284,0.6312373457,36.71450617,2
1,early us punk,0.09715081655,0.4132726193,187553.6457,0.8485255223,0.04134853847,0.2775291383,-7.803624422,0.1014145558,136.4915526,0.5654272242,32.9599374,11
1,east coast hip hop,0.1341435475,0.7486425964,260736.1442,0.6988627184,0.01611874534,0.2218384046,-8.319470763,0.2571263467,109.134958,0.6411382306,44.31358505,1
1,east coast reggae,0.1624025556,0.6626111111,250127.9306,0.57625,0.06930652861,0.18459375,-8.156340278,0.07281736111,118.2554653,0.6789097222,47.46527778,11
1,eastern bloc groove,0.0688,0.656,180078,0.792,0.654,0.091,-7.121,0.0478,93.804,0.498,46,2
1,easy listening,0.7400626225,0.4218792798,184761.3424,0.3285490173,0.3311858067,0.2022227119,-13.22612277,0.04468136484,111.6576336,0.44140262,23.33098131,5
1,easycore,0.120472441,0.5496571429,184764.2286,0.9196666667,0.002586037143,0.2165838095,-3.977428571,0.1317380952,126.5775905,0.5672761905,45.59047619,8
1,eau claire indie,0.7086784743,0.5007645108,296434.5731,0.4707097181,0.28998265,0.1219296849,-10.11506368,0.05109439469,127.4711894,0.4110514096,48.14958541,9
1,ebm,0.02957426787,0.6200974467,296986.8656,0.7626191358,0.4509578397,0.2788940404,-10.05773092,0.0675995202,126.2247625,0.4852825477,34.51565657,7
1,ecm-style jazz,0.7799486662,0.3705614267,346425.8782,0.2346347848,0.6337292757,0.1349419772,-20.75262218,0.04601609561,112.3682647,0.2930257813,39.5391838,0
1,ectofolk,0.6292442162,0.5203747133,263169.3785,0.353352134,0.001925205124,0.156327466,-10.91093291,0.03754208414,108.8566132,0.3362218666,43.91747126,11
1,ecuadorian pop,0.3850378968,0.7384146825,236554.1071,0.6416269841,0.008455752917,0.1851390873,-8.369892857,0.0658375,118.060256,0.7713234127,50.95436508,11
1,edm,0.1065268647,0.6214110994,238426.6243,0.7617783139,0.1540630792,0.2086947451,-5.653887858,0.08635530793,126.2447804,0.3953282034,54.73359239,11
1,edmonton indie,0.1420497826,0.7045275362,168703.8406,0.6324492754,0.07452547881,0.2014028986,-6.447643478,0.1018092754,118.1629478,0.4452057971,62.8115942,5
0,egyptian pop,0.09691111111,0.7583333333,236204,0.7506666667,8.65E-06,0.1654333333,-8.576,0.05414444444,132.4411111,0.8252222222,53.22222222,5
1,egyptian traditional,0.829,0.6295,250146.5,0.2005,0.035752045,0.09005,-17.5505,0.0903,91.1795,0.504,29.5,6
0,el paso indie,0.1964873915,0.3550833333,288548.3704,0.6988134921,0.1960771636,0.2866666667,-7.155010582,0.1103638889,122.2479061,0.249314418,47.3452381,11
1,electra,0.23197,0.6558166667,225077.8833,0.6460333333,0.2684189767,0.1934,-7.371483333,0.068175,119.1222167,0.347475,57.7,6
1,electric bass,0.5537027681,0.5997494873,286663.4194,0.4221055166,0.3520041829,0.1394707067,-14.88810771,0.06091890919,112.1857507,0.567044951,30.276373,5
1,electric blues,0.3751862035,0.5454519974,272455.6208,0.5508949142,0.122440535,0.2173176025,-10.70152866,0.05784376551,120.6745084,0.6232132812,33.81756931,9
1,electro,0.1206103862,0.7955985369,303464.484,0.6716991753,0.1380026253,0.1846216767,-10.33871597,0.1503853845,113.0152904,0.6524782593,37.10704982,7
1,electro house,0.07570687166,0.6352858116,236145.0714,0.7907568972,0.147121686,0.2083199031,-5.180620323,0.09423784036,126.2709735,0.4133194771,56.97599063,11
1,electro jazz,0.2657083333,0.7165833333,310611,0.7113333333,0.4998453833,0.1551333333,-9.137416667,0.0494,114.3771667,0.6090833333,51.25,7
1,electro latino,0.1626389246,0.7215316883,222196.3853,0.8074538845,0.03897567276,0.1625989542,-5.163785504,0.08731329663,121.7336355,0.6889869289,59.55921979,6
1,electro swing,0.2459563889,0.686190873,259463.8607,0.6433547619,0.237455799,0.1452314683,-7.491025794,0.1031546429,109.1122429,0.6519702381,47.01944444,5
1,electro-industrial,0.03906294339,0.5879953168,293439.8785,0.8173515152,0.4302867499,0.347181157,-8.631655647,0.04973482094,125.8482857,0.4134876033,36.81349862,6
1,electro-pop francais,0.3515333333,0.7081666667,271917.3333,0.5375,0.01562333333,0.2240333333,-8.3935,0.04183333333,98.33766667,0.3733333333,60.5,5
1,electroclash,0.09891899091,0.6001439394,245958.053,0.7805909091,0.2237947985,0.1634287879,-6.675007576,0.04477121212,142.9473561,0.5563257576,47.67424242,9
1,electrofox,0.1701833333,0.7585,191284.8333,0.748,0.0001154333333,0.07951666667,-7.576,0.04768333333,131.1425,0.8778333333,28,5
1,electronic djent,0.03820125,0.51025,273960.25,0.641,0.81975,0.16625,-9.0915,0.06715,130.52525,0.1455,60.25,2
0,electronic rock,0.1424337676,0.6102477128,255756.3139,0.7691403853,0.1038484496,0.2783342024,-6.78423328,0.05169944338,122.0064803,0.5134073156,48.64462372,10
1,electronic trap,0.09732755751,0.6487642658,230353.6285,0.7819888331,0.1537521966,0.215856558,-5.498316263,0.1179108372,134.0096867,0.3965309716,54.44566014,1
1,electronica,0.2771268614,0.6137362528,299620.477,0.6030816926,0.4201611107,0.177003317,-9.854997083,0.06053857811,118.8694083,0.4591210337,49.87995006,10
0,electronica argentina,0.2599666667,0.5813333333,189243.6667,0.6896666667,0.001456,0.1637666667,-6.934333333,0.03346666667,128.5766667,0.669,64.33333333,4
1,electropop,0.1804641283,0.6377093413,229332.1748,0.6793171437,0.05654314823,0.1839177213,-6.327364179,0.0778115249,122.459903,0.4618622275,57.75070926,7
1,electropowerpop,0.0406179378,0.5753212919,208622.7205,0.7905921053,0.003007623773,0.215713756,-6.190310492,0.08845776487,137.841455,0.5829181818,50.90536569,8
1,emo,0.07730101748,0.4549152335,218285.2541,0.8042458209,0.07530786742,0.2014853966,-5.989002695,0.07343053897,132.5859789,0.4517315561,45.10278761,9
1,emo mexicano,0.0029136,0.4134,222058.8,0.8722,0.00033182,0.18056,-6.3944,0.0958,158.3916,0.608,63.4,8
1,emo punk,0.02563189731,0.3774166667,221441.7546,0.8089583333,0.1511060781,0.2099074074,-6.86287037,0.05556944444,131.0344213,0.4457694444,38.51388889,9
1,emo rap,0.2698749501,0.6783422523,190854.078,0.6011953285,0.05154915132,0.1763192519,-8.357416439,0.1519949945,120.5595867,0.3858745062,61.14565929,1
1,emocore,0.002041833333,0.333,186985.5,0.9068333333,0.2310459025,0.2631,-6.376666667,0.069825,116.38225,0.3691666667,32.91666667,7
1,english baroque,0.8806021038,0.330451463,181171.8455,0.1396590874,0.5240693945,0.1608623277,-17.83857402,0.04879087242,101.070581,0.3497104343,13.76338545,0
0,english indie rock,0.01315,0.3686666667,221551.3333,0.8986666667,1.83E-05,0.191,-3.635666667,0.04963333333,165.8333333,0.724,43.66666667,5
1,english renaissance,0.9934,0.37072,223137.3333,0.13388,0.5693433333,0.1039333333,-22.1188,0.1434,84.69553333,0.39278,18.2,0
0,enka,0.5652,0.4218,207485.4,0.3962,3.57E-05,0.3026,-9.5364,0.03018,120.5048,0.4098,44,7
1,entehno,0.8211222222,0.4911134921,209242.031,0.464852381,0.2590230042,0.2159506349,-10.38214365,0.04441095238,106.8839889,0.6532793651,13.56190476,7
1,environmental,0.2378926579,0.144081249,338428.1619,0.5912044085,0.8152751854,0.51577219,-18.73757029,0.06826386905,83.44024284,0.04141648718,59.05950726,1
1,epic doom,0.0002182666667,0.2195555556,418610.5556,0.8316666667,0.03082522222,0.1301333333,-4.667444444,0.06743333333,113.5176667,0.2001333333,35.44444444,4
0,epicore,0.2522252652,0.4529560863,231179.8736,0.5634101467,0.4875871894,0.1256544572,-10.84017178,0.06017026082,120.9733239,0.2615205655,50.99307091,2
1,erhu,0.818,0.194,110973,0.25,0.278,0.401,-11.629,0.036,112.194,0.51,39,2
1,escape room,0.1827148798,0.6828280501,221204.195,0.6526312245,0.07288053966,0.1973064873,-6.938333419,0.1518394001,123.5653634,0.4954025345,56.83354483,0
1,esperanto,0.904,0.245,173166,0.405,0.873,0.0883,-11.027,0.0445,80.576,0.0379,0,7
1,essex indie,0.00306,0.521,478493,0.82,0.707,0.102,-7.497,0.032,144.011,0.429,39,1
1,estonian hip hop,0.793,0.585,170080,0.455,0.000132,0.135,-11.542,0.0392,83.323,0.513,32,2
1,estonian pop,0.36,0.5192857143,173050.8571,0.8395714286,0.005954,0.3065714286,-5.035571429,0.1681857143,123.6111429,0.5107142857,58.42857143,8
1,ethereal wave,0.2626399986,0.3767337659,250939.059,0.5548893472,0.4368224747,0.1550973171,-12.7979481,0.05033155198,124.0303011,0.3526424587,37.59136111,9
0,etherpop,0.3386485992,0.5781715245,235510.4914,0.5544280494,0.1244427944,0.137541179,-8.805315256,0.07138494354,118.3383841,0.3359945604,52.78815822,7
1,ethio-jazz,0.3758567672,0.5715344828,237371.8836,0.5429698276,0.5597862517,0.1320452586,-10.41293966,0.05257801724,113.2724698,0.6099482759,42.71551724,3
1,ethiopian pop,0.749,0.469,302293,0.204,0.809,0.106,-17.183,0.0518,79.445,0.342,39,3
1,ethnomusicology,0.9418333333,0.6478888889,250636.1667,0.2396333333,0.8348426111,0.1288333333,-18.54072222,0.1748555556,138.8908889,0.7415555556,2.777777778,4
0,ethnotronica,0.0690334,0.8385,359127.5,0.6895,0.77,0.37345,-9.593,0.1397,122.99,0.362,0,6
1,eugene indie,0.101975,0.54625,210813.25,0.73875,0.07838,0.129975,-8.612,0.0562,120.36575,0.511,49,4
0,euphoric hardstyle,0.1397624364,0.5125181818,210220.7909,0.8573,0.06802987364,0.2782509091,-4.3251,0.07757818182,140.4216636,0.3275181818,15.96363636,9
1,eurobeat,0.06581251282,0.5511794872,286200.0513,0.8808205128,0.002571919487,0.2236666667,-5.506717949,0.04552307692,144.6392564,0.7023333333,48.28205128,4
0,eurodance,0.0923323785,0.6979760243,246059.1469,0.8317462876,0.1655653852,0.2079685154,-8.019774354,0.05503100199,128.7615738,0.6804593906,53.75074566,11
1,europop,0.1501407752,0.6623489237,241761.1208,0.7610824831,0.0675298758,0.1963861557,-7.683621939,0.05433072695,123.1023606,0.6515378431,52.19089771,7
1,euroska,0.03655,0.6075,185326.5,0.9515,0.0043835,0.16005,-5.519,0.0495,170.0045,0.9395,41,7
0,eurovision,0.4186444444,0.6691111111,182586.3333,0.7202222222,0.0002589333333,0.2464444444,-5.879,0.06437777778,117.6,0.6781111111,52.44444444,2
1,exotica,0.6819797646,0.4926983363,194805.7227,0.4144144606,0.4219049032,0.1808664088,-13.37613447,0.04873177376,116.5876854,0.5426284194,16.48930475,5
1,experimental,0.3582627032,0.4637497147,278445.0289,0.5346671818,0.3586805686,0.1823825036,-12.90094002,0.06764058186,118.108667,0.4550093848,31.87657038,2
1,experimental ambient,0.8988885627,0.2534538595,275481.4548,0.1577584649,0.8211457889,0.1217438139,-21.3652219,0.04241600348,103.9543506,0.1200488041,41.43226788,5
0,experimental big band,0.671,0.348,483300,0.532,0.549,0.0757,-14.953,0.0403,93.007,0.574,23,9
0,experimental dub,0.0202,0.787,263639,0.542,0.0303,0.163,-9.345,0.256,147.074,0.777,37,10
1,experimental folk,0.503,0.651,197040,0.465,0.0455,0.495,-7.538,0.0328,107.75,0.585,61,4
1,experimental guitar,0.8324444444,0.4074111111,250559.7778,0.2254611111,0.7679055556,0.1521777778,-22.28677778,0.09233888889,142.9953333,0.03887777778,39.61111111,9
1,experimental hip hop,0.3568930886,0.5977308201,274886.8046,0.5615935847,0.1479069082,0.1550446429,-7.39745205,0.1594278439,111.8346677,0.3289303571,56.69279101,11
0,experimental house,0.0173,0.929,237231,0.573,0.00347,0.122,-6.934,0.0511,128.037,0.305,67,6
1,experimental indie,0.000215,0.807,413659,0.909,0.823,0.0748,-10.467,0.0789,122.994,0.217,0,7
1,experimental jazz,0.901,0.278,373880,0.239,0.141,0.18,-15.248,0.0353,169.229,0.204,47,6
1,experimental pop,0.3272694044,0.535981433,239838.2007,0.5442021181,0.268811767,0.1767377889,-9.495019547,0.05401401978,123.8598837,0.4310297188,47.29447245,6
1,experimental rock,0.2995507045,0.4443132482,234303.937,0.5768652446,0.3493381229,0.2211022584,-11.66716554,0.0720360726,118.8538073,0.4457843279,32.36843911,7
1,experimental vocal,0.6789238905,0.5700016878,330709.9924,0.2853698143,0.3838908722,0.1158078059,-17.3748173,0.0438242616,106.5470489,0.3542034599,44.17932489,6
1,fado,0.8385420455,0.5585,185987.6182,0.3089322727,0.001836181084,0.1626799026,-8.131209091,0.03803506494,107.616701,0.5312350649,21.9474026,5
1,family gospel,0.4707,0.481,228546.6875,0.3831875,1.29E-06,0.227975,-9.5476875,0.04118125,108.301,0.3663125,36.9375,4
1,faroese pop,0.875,0.371,171973,0.334,0.000255,0.114,-11.127,0.0296,68.721,0.308,37,8
0,fast melodic punk,9.09E-05,0.359,239560,0.983,3.54E-05,0.335,-3.69,0.0864,193.042,0.486,48,2
0,fidget house,0.0130576,0.656,224512.3333,0.7449333333,0.1985266667,0.2657133333,-5.9864,0.1236733333,141.902,0.6376,52.2,11
1,filmi,0.6220066899,0.572274688,270230.1583,0.4809453928,0.1553375375,0.1862366305,-10.50706702,0.08058927525,108.5409016,0.6328871226,27.9172174,7
1,filter house,0.1153792547,0.6886370915,272060.6587,0.7626466503,0.2738135521,0.1927462827,-6.175728023,0.09594357026,119.9972743,0.5613721405,51.45490196,1
1,filthstep,0.03412045926,0.4810555556,248353.2593,0.8258333333,0.1814021363,0.1825351852,-5.382740741,0.1402277778,128.3238704,0.304962963,49.64814815,0
1,final fantasy,0.3814280588,0.4274132353,228779.7721,0.6317632353,0.6057029412,0.1078161765,-8.262588235,0.04246764706,125.0594412,0.5214338235,43.58088235,1
1,fingerstyle,0.8070958361,0.4833590312,233080.0498,0.2083656993,0.806340399,0.09930194318,-18.78386339,0.05067194309,114.1009982,0.3095481362,33.4807755,4
0,finnish alternative rock,0.1500363333,0.528,261271.3333,0.6586666667,3.59E-05,0.2262,-4.555666667,0.0251,96.009,0.3326666667,60.33333333,5
1,finnish classical,0.9222647059,0.1828044118,358639.0147,0.1595635294,0.7342941176,0.2328779412,-18.94285294,0.04099558824,89.14189706,0.074575,6.455882353,2
1,finnish contemporary classical,0.949974359,0.2741538462,196321.1795,0.1772702564,0.8341538462,0.2334820513,-23.13812821,0.04852820513,99.85358974,0.1338948718,7.307692308,0
1,finnish death metal,0.0004407966667,0.4303333333,248742.3333,0.965,0.5623333333,0.2423333333,-3.174,0.05666666667,121.852,0.3766666667,51.66666667,3
0,finnish edm,0.0336332,0.6198,352194.8,0.7694,0.5217,0.11784,-6.4869,0.07512,112.4593,0.4226,47,5
1,finnish hard rock,0.004869222222,0.5042222222,225516.8889,0.8623333333,0.1358801667,0.1193888889,-6.875222222,0.04532222222,135.8453333,0.5676666667,37.88888889,3
1,finnish heavy metal,0.000251,0.551,246826,0.9,0.00143,0.0748,-5.469,0.0499,123.034,0.515,43,3
1,finnish metal,0.0005085753535,0.4153131313,261185.7525,0.9267272727,0.2362328192,0.179629798,-5.080515152,0.06607626263,128.6917424,0.4342989899,48.80808081,3
